Lighting Day
Music Play
BackgroundType Background1
Background Sky     0 1.25 1.5  640 384
Background Stars   0 1.25 1.65 640 384
Dec Plat 59 0
Dec Plat 60 0
Dec Plat 61 0
Dec Plat 62 0
Dec Plat 63 0
Dec Plat 64 0
Dec Plat 66 0
Dec ArrowRight 10 6
Dec ArrowRight 11 6
Dec ArrowRight 12 6
Dec ArrowRight 12 7
Dec ArrowRight 12 5
Dec ArrowRight 13 6
Dec Plat 67 14
Dec Plat 66 14
Dec Plat 65 14
Dec Plat 64 14
Dec Plat 63 14
Dec Plat 62 14
Dec Plat 61 14
Dec Plat 60 14
Dec Plat 59 14
Dec Plat 58 14
Dec Plat 57 14
Dec Plat 56 14
Dec Plat 55 14
Dec Plat 54 14
Dec Plat 53 14
Dec Plat 52 14
Dec Plat 51 14
Dec Plat 50 14
Dec Plat 49 14
Dec Plat 48 14
Dec Plat 47 14
Dec Plat 46 14
Dec Plat 45 14
Dec Plat 44 14
Dec Plat 43 14
Dec Plat 42 14
Dec Plat 41 14
Dec Plat 40 14
Dec Plat 39 14
Dec Plat 38 14
Dec Plat 38 15
Dec Plat 37 15
Dec Plat 37 16
Dec Plat 38 16
Dec Plat 39 16
Dec Plat 40 16
Dec Plat 39 15
Dec Plat 40 15
Dec Plat 41 15
Dec Plat 41 16
Dec Plat 42 16
Dec Plat 42 15
Dec Plat 43 15
Dec Plat 43 16
Dec Plat 41 17
Dec Plat 40 17
Dec Plat 39 17
Dec Plat 38 17
Dec Plat 37 17
Dec Plat 37 18
Dec Plat 38 18
Dec Plat 39 18
Dec Plat 40 18
Dec Plat 41 18
Dec Plat 42 18
Dec Plat 42 17
Dec Plat 43 17
Dec Plat 43 18
Dec Plat 44 18
Dec Plat 44 17
Dec Plat 45 17
Dec Plat 44 16
Dec Plat 44 15
Dec Plat 45 15
Dec Plat 45 16
Dec Plat 45 18
Dec Plat 46 18
Dec Plat 47 18
Dec Plat 48 18
Dec Plat 49 18
Dec Plat 50 18
Dec Plat 51 18
Dec Plat 52 18
Dec Plat 53 18
Dec Plat 54 18
Dec Plat 55 18
Dec Plat 56 18
Dec Plat 57 18
Dec Plat 58 18
Dec Plat 59 18
Dec Plat 60 18
Dec Plat 61 18
Dec Plat 62 18
Dec Plat 63 18
Dec Plat 64 18
Dec Plat 65 18
Dec Plat 66 18
Dec Plat 67 18
Dec Plat 67 17
Dec Plat 67 16
Dec Plat 67 15
Dec Plat 66 15
Dec Plat 65 15
Dec Plat 65 16
Dec Plat 65 17
Dec Plat 66 16
Dec Plat 66 17
Dec Plat 64 16
Dec Plat 63 16
Dec Plat 62 16
Dec Plat 61 15
Dec Plat 60 15
Dec Plat 59 15
Dec Plat 62 15
Dec Plat 63 15
Dec Plat 58 15
Dec Plat 64 15
Dec Plat 59 16
Dec Plat 58 16
Dec Plat 60 16
Dec Plat 62 17
Dec Plat 63 17
Dec Plat 61 17
Dec Plat 60 17
Dec Plat 59 17
Dec Plat 58 17
Dec Plat 61 16
Dec Plat 64 17
Dec Plat 56 17
Dec Plat 54 17
Dec Plat 53 17
Dec Plat 52 17
Dec Plat 57 17
Dec Plat 51 16
Dec Plat 52 16
Dec Plat 54 16
Dec Plat 56 16
Dec Plat 50 16
Dec Plat 54 15
Dec Plat 56 15
Dec Plat 57 15
Dec Plat 55 15
Dec Plat 53 15
Dec Plat 52 15
Dec Plat 57 16
Dec Plat 53 16
Dec Plat 51 17
Dec Plat 55 17
Dec Plat 55 16
Dec Plat 50 17
Dec Plat 49 17
Dec Plat 48 17
Dec Plat 47 17
Dec Plat 46 17
Dec Plat 48 16
Dec Plat 49 16
Dec Plat 47 16
Dec Plat 46 16
Dec Plat 48 15
Dec Plat 47 15
Dec Plat 46 15
Dec Plat 49 15
Dec Plat 51 15
Dec Plat 50 15
Dec Sticker 57 12
Dec Sticker 62 12
Dec Sticker 67 12
Dec Sticker 52 12
Dec Sticker 47 12
Dec Sticker 42 12
Dec Sticker 37 12
Dec Steel2 90 0
Dec Steel2 89 0
Dec Steel2 88 0
Dec Steel2 87 0
Dec Steel2 86 0
Dec Steel2 85 0
Dec Steel2 84 0
Dec Steel2 83 0
Dec Steel2 82 0
Dec Steel2 81 0
Dec Steel2 80 0
Dec Steel2 79 0
Dec Steel2 78 0
Dec Steel2 77 0
Dec Steel2 76 0
Dec Steel2 75 0
Dec Steel2 74 0
Dec Steel2 74 1
Dec Steel2 73 0
Dec Steel2 72 1
Dec Steel2 72 2
Dec Steel2 73 1
Dec Steel2 73 2
Dec Steel2 71 2
Dec Steel2 70 2
Dec Steel2 69 2
Dec Steel2 68 2
Dec Steel2 67 2
Dec Steel2 67 1
Dec Steel2 68 1
Dec Steel2 69 1
Dec Steel2 70 1
Dec Steel2 71 1
Dec Steel2 70 0
Dec Steel2 69 0
Dec Steel2 68 0
Dec Steel2 67 0
Dec Steel2 71 0
Dec Steel2 72 0
Dec Steel2 68 13
Dec Steel2 69 13
Dec Steel2 70 13
Dec Steel2 71 13
Dec Steel2 71 12
Dec Steel2 72 11
Dec Steel2 73 11
Dec Steel2 74 11
Dec Steel2 75 11
Dec Steel2 76 11
Dec Steel2 77 11
Dec Steel2 78 11
Dec Steel2 79 11
Dec Steel2 80 11
Dec Steel2 81 11
Dec Steel2 82 11
Dec Steel2 83 11
Dec Steel2 84 11
Dec Steel2 72 12
Dec Steel2 72 13
Dec Steel2 72 14
Dec Steel2 71 14
Dec Steel2 70 14
Dec Steel2 69 14
Dec Steel2 68 14
Dec Steel2 68 15
Dec Steel2 69 15
Dec Steel2 70 15
Dec Steel2 71 15
Dec Steel2 72 15
Dec Steel2 73 12
Dec Steel2 73 13
Dec Steel2 73 14
Dec Steel2 73 15
Dec Steel2 74 15
Dec Steel2 74 14
Dec Steel2 74 13
Dec Steel2 74 12
Dec Steel2 75 12
Dec Steel2 75 13
Dec Steel2 75 14
Dec Steel2 75 15
Dec Steel2 76 15
Dec Steel2 76 14
Dec Steel2 76 13
Dec Steel2 76 12
Dec Steel2 77 12
Dec Steel2 77 13
Dec Steel2 77 14
Dec Steel2 77 15
Dec Steel2 78 15
Dec Steel2 78 14
Dec Steel2 79 14
Dec Steel2 78 13
Dec Steel2 78 12
Dec Steel2 79 12
Dec Steel2 80 12
Dec Steel2 80 13
Dec Steel2 79 13
Dec Steel2 80 14
Dec Steel2 81 14
Dec Steel2 80 15
Dec Steel2 79 15
Dec Steel2 81 13
Dec Steel2 81 12
Dec Steel2 81 15
Dec Steel2 82 14
Dec Steel2 82 13
Dec Steel2 82 12
Dec Steel2 83 12
Dec Steel2 83 13
Dec Steel2 82 15
Dec Steel2 83 14
Dec Steel2 84 14
Dec Steel2 83 15
Dec Steel2 84 15
Dec Steel2 84 13
Dec Steel2 84 12
Dec Steel2 85 12
Dec Steel2 85 11
Dec Steel2 85 13
Dec Steel2 85 14
Dec Steel2 85 15
Dec Steel2 86 15
Dec Steel2 86 14
Dec Steel2 86 13
Dec Steel2 86 12
Dec Steel2 87 11
Dec Steel2 87 12
Dec Steel2 87 13
Dec Steel2 86 11
Dec Steel2 87 14
Dec Steel2 87 15
Dec Steel2 88 15
Dec Steel2 88 14
Dec Steel2 89 14
Dec Steel2 89 13
Dec Steel2 88 13
Dec Steel2 88 12
Dec Steel2 88 11
Dec Steel2 89 11
Dec Steel2 90 11
Dec Steel2 89 12
Dec Steel2 89 15
Dec Steel2 90 15
Dec Steel2 90 14
Dec Steel2 90 13
Dec Steel2 90 12
Dec Steel2 91 11
Dec Steel2 91 12
Dec Steel2 91 13
Dec Steel2 91 14
Dec Steel2 91 15
Dec Steel2 91 0
Dec Steel2 92 0
Dec ArrowUp 100 8
Dec ArrowUp 101 8
Dec ArrowUp 101 9
Dec ArrowUp 100 9
Dec ArrowUp 100 10
Dec ArrowUp 101 10
Dec ArrowUp 101 11
Dec ArrowUp 100 11
Dec ArrowUp 99 10
Dec ArrowUp 102 10
Dec Steel2 91 16
Dec Steel2 90 16
Dec Steel2 89 16
Dec Steel2 90 17
Dec Steel2 91 17
Dec Steel2 89 17
Dec Steel2 88 17
Dec Steel2 88 16
Dec Steel2 87 16
Dec Steel2 86 16
Dec Steel2 85 16
Dec Steel2 84 16
Dec Steel2 84 17
Dec Steel2 83 17
Dec Steel2 83 16
Dec Steel2 85 17
Dec Steel2 86 17
Dec Steel2 87 17
Dec Steel2 87 18
Dec Steel2 88 18
Dec Steel2 89 18
Dec Steel2 90 18
Dec Steel2 91 18
Dec Steel2 86 18
Dec Steel2 85 18
Dec Steel2 84 18
Dec Steel2 83 18
Dec Steel2 83 19
Dec Steel2 84 19
Dec Steel2 85 19
Dec Steel2 86 19
Dec Steel2 87 19
Dec Steel2 88 19
Dec Steel2 89 19
Dec Steel2 90 19
Dec Steel2 91 19
Dec Steel2 91 20
Dec Steel2 90 20
Dec Steel2 89 20
Dec Steel2 88 20
Dec Steel2 87 20
Dec Steel2 86 20
Dec Steel2 85 20
Dec Steel2 84 20
Dec Steel2 83 20
Dec Steel2 83 21
Dec Steel2 84 21
Dec Steel2 85 21
Dec Steel2 86 21
Dec Steel2 87 21
Dec Steel2 88 21
Dec Steel2 89 21
Dec Steel2 90 21
Dec Steel2 91 21
Dec Steel2 91 22
Dec Steel2 90 22
Dec Steel2 89 22
Dec Steel2 88 22
Dec Steel2 87 22
Dec Steel2 86 22
Dec Steel2 85 22
Dec Steel2 84 22
Dec Steel2 84 23
Dec Steel2 85 23
Dec Steel2 86 23
Dec Steel2 87 23
Dec Steel2 88 23
Dec Steel2 89 23
Dec Steel2 90 23
Dec Steel2 91 23
Dec Steel2 83 23
Dec Steel2 83 22
Dec Steel2 83 24
Dec Steel2 84 24
Dec Steel2 85 24
Dec Steel2 86 24
Dec Steel2 87 24
Dec Steel2 88 24
Dec Steel2 89 24
Dec Steel2 90 24
Dec Steel2 91 24
Dec Steel2 91 25
Dec Steel2 91 26
Dec Steel2 91 27
Dec Steel2 91 28
Dec Steel2 91 29
Dec Steel2 90 29
Dec Steel2 90 28
Dec Steel2 89 28
Dec Steel2 89 27
Dec Steel2 89 26
Dec Steel2 90 27
Dec Steel2 90 26
Dec Steel2 90 25
Dec Steel2 89 25
Dec Steel2 88 27
Dec Steel2 87 27
Dec Steel2 87 28
Dec Steel2 88 28
Dec Steel2 88 29
Dec Steel2 89 29
Dec Steel2 86 28
Dec Steel2 85 28
Dec Steel2 84 28
Dec Steel2 83 29
Dec Steel2 84 29
Dec Steel2 85 29
Dec Steel2 86 29
Dec Steel2 83 28
Dec Steel2 85 27
Dec Steel2 84 27
Dec Steel2 83 27
Dec Steel2 83 26
Dec Steel2 84 26
Dec Steel2 84 25
Dec Steel2 83 25
Dec Steel2 85 25
Dec Steel2 86 25
Dec Steel2 87 25
Dec Steel2 88 25
Dec Steel2 88 26
Dec Steel2 87 26
Dec Steel2 86 26
Dec Steel2 85 26
Dec Steel2 86 27
Dec Steel2 87 29
Dec Plat 93 28
Dec Plat 94 28
Dec Plat 95 28
Dec Plat 96 28
Dec Plat 97 28
Dec Plat 98 28
Dec Plat 99 28
Dec Plat 100 28
Dec Plat 101 28
Dec Plat 102 28
Dec Plat 103 28
Dec Plat 104 28
Dec Plat 105 28
Dec Plat 105 29
Dec Plat 104 29
Dec Plat 103 29
Dec Plat 102 29
Dec Plat 101 29
Dec Plat 100 29
Dec Plat 99 29
Dec Plat 98 29
Dec Plat 97 29
Dec Plat 96 29
Dec Plat 95 29
Dec Plat 94 29
Dec Plat 93 29
Dec Sticker 83 10
Dec Sticker 82 10
Dec Sticker 81 10
Dec Sticker 84 1
Dec Sticker 85 1
Dec Sticker 86 1
Dec Sticker 92 10
Dec Sticker 91 10
Dec Sticker 90 10
Dec Sticker 77 1
Dec Sticker 76 1
Dec Sticker 75 1
Dec Alarm 99 3
Dec Alarm 102 3
Dec Plat 118 25
Dec Plat 118 26
Dec Plat 117 26
Dec Plat 117 27
Dec Plat 116 27
Dec Plat 118 27
Dec Plat 118 28
Dec Plat 117 28
Dec Plat 116 28
Dec Plat 115 28
Dec Plat 114 28
Dec Plat 113 28
Dec Plat 112 28
Dec Plat 111 28
Dec Plat 110 28
Dec Plat 109 28
Dec Plat 108 28
Dec Plat 107 28
Dec Plat 106 28
Dec Plat 106 29
Dec Plat 107 29
Dec Plat 108 29
Dec Plat 109 29
Dec Plat 110 29
Dec Plat 111 29
Dec Plat 112 29
Dec Plat 113 29
Dec Plat 114 29
Dec Plat 115 29
Dec Plat 116 29
Dec Plat 117 29
Dec Plat 118 29
Dec Plat 107 18
Dec Plat 108 18
Dec Plat 109 18
Dec Plat 109 17
Dec Plat 108 17
Dec Plat 107 17
Dec Plat 108 16
Dec Plat 107 16
Dec Plat 109 16
Dec Plat 110 16
Dec Plat 109 15
Dec Plat 108 15
Dec Plat 107 15
Dec Plat 108 14
Dec Plat 107 14
Dec Plat 109 14
Dec Plat 110 14
Dec Plat 108 13
Dec Plat 107 13
Dec Plat 109 13
Dec Plat 110 13
Dec Plat 109 12
Dec Plat 108 12
Dec Plat 109 11
Dec Plat 108 11
Dec Plat 107 11
Dec Plat 109 10
Dec Plat 108 10
Dec Plat 107 10
Dec Plat 107 9
Dec Plat 108 9
Dec Plat 109 9
Dec Plat 108 8
Dec Plat 107 8
Dec Plat 109 7
Dec Plat 108 7
Dec Plat 107 7
Dec Plat 107 6
Dec Plat 108 6
Dec Plat 109 6
Dec Plat 108 5
Dec Plat 107 5
Dec Plat 108 4
Dec Plat 107 4
Dec Plat 108 3
Dec Plat 107 3
Dec Plat 106 2
Dec Plat 107 2
Dec Plat 108 2
Dec Plat 107 1
Dec Plat 106 1
Dec Plat 107 0
Dec Plat 106 0
Dec Plat 108 0
Dec Plat 108 1
Dec Plat 109 0
Dec Plat 109 1
Dec Plat 109 2
Dec Plat 109 3
Dec Plat 109 4
Dec Plat 109 5
Dec Plat 106 3
Dec Plat 106 4
Dec Plat 106 5
Dec Plat 106 6
Dec Plat 106 7
Dec Plat 106 8
Dec Plat 106 9
Dec Plat 106 10
Dec Plat 106 11
Dec Plat 106 12
Dec Plat 107 12
Dec Plat 106 13
Dec Plat 106 14
Dec Plat 106 15
Dec Plat 106 16
Dec Plat 106 17
Dec Plat 106 18
Dec Plat 105 18
Dec Plat 104 1
Dec Plat 104 0
Dec Plat 105 0
Dec Plat 105 1
Dec Plat 105 2
Dec Plat 105 3
Dec Plat 105 4
Dec Plat 105 5
Dec Plat 105 6
Dec Plat 105 7
Dec Plat 105 8
Dec Plat 105 9
Dec Plat 105 10
Dec Plat 105 11
Dec Plat 105 12
Dec Plat 105 13
Dec Plat 105 14
Dec Plat 105 15
Dec Plat 105 16
Dec Plat 105 17
Dec Plat 110 17
Dec Plat 110 15
Dec Plat 110 12
Dec Plat 110 11
Dec Plat 110 10
Dec Plat 110 9
Dec Plat 110 8
Dec Plat 110 7
Dec Plat 109 8
Dec Plat 110 6
Dec Plat 110 5
Dec Plat 110 4
Dec Plat 110 3
Dec Plat 110 2
Dec Plat 110 1
Dec Plat 111 16
Dec Plat 111 15
Dec Plat 111 14
Dec Plat 112 14
Dec Plat 112 15
Dec Plat 113 13
Dec Plat 113 14
Dec Plat 112 13
Dec Plat 112 12
Dec Plat 111 12
Dec Plat 111 13
Dec Plat 113 12
Dec Plat 113 11
Dec Plat 113 10
Dec Plat 112 10
Dec Plat 112 11
Dec Plat 111 11
Dec Plat 111 10
Dec Plat 111 9
Dec Plat 112 9
Dec Plat 112 8
Dec Plat 113 8
Dec Plat 111 7
Dec Plat 112 7
Dec Plat 111 6
Dec Plat 111 5
Dec Plat 111 4
Dec Plat 111 3
Dec Plat 111 2
Dec Plat 111 1
Dec Plat 111 0
Dec Plat 110 0
Dec Plat 112 0
Dec Plat 113 0
Dec Plat 113 1
Dec Plat 112 1
Dec Plat 113 2
Dec Plat 112 2
Dec Plat 112 3
Dec Plat 112 4
Dec Plat 112 5
Dec Plat 112 6
Dec Plat 113 7
Dec Plat 113 6
Dec Plat 113 5
Dec Plat 113 4
Dec Plat 113 3
Dec Plat 113 9
Dec Plat 111 8
Dec Plat 180 25
Dec Plat 180 26
Dec Plat 180 27
Dec Plat 180 28
Dec Plat 180 29
Dec Plat 179 29
Dec Plat 178 29
Dec Plat 177 29
Dec Plat 176 29
Dec Plat 175 29
Dec Plat 179 28
Dec Plat 178 28
Dec Plat 177 28
Dec Plat 176 28
Dec Plat 175 28
Dec Plat 174 28
Dec Plat 174 29
Dec Plat 173 29
Dec Plat 173 28
Dec Plat 174 27
Dec Plat 175 27
Dec Plat 176 27
Dec Plat 177 26
Dec Plat 178 26
Dec Plat 179 26
Dec Plat 179 27
Dec Plat 178 27
Dec Plat 177 27
Dec Plat 173 27
Dec Plat 172 27
Dec Plat 172 28
Dec Plat 172 29
Dec Plat 171 29
Dec Plat 170 29
Dec Plat 170 28
Dec Plat 169 28
Dec Plat 168 28
Dec Plat 167 28
Dec Plat 171 28
Dec Plat 168 29
Dec Plat 169 29
Dec Plat 167 29
Dec Plat 166 29
Dec Plat 166 28
Dec Plat 166 27
Dec Plat 167 27
Dec Plat 168 27
Dec Plat 169 27
Dec Plat 170 27
Dec Plat 171 27
Dec Plat 173 26
Dec Plat 172 26
Dec Plat 171 26
Dec Plat 170 26
Dec Plat 169 26
Dec Plat 168 26
Dec Plat 174 26
Dec Plat 175 26
Dec Plat 176 26
Dec Plat 174 25
Dec Plat 175 25
Dec Plat 176 25
Dec Plat 177 25
Dec Plat 178 25
Dec Plat 179 25
Dec Plat 173 25
Dec Plat 172 25
Dec Plat 171 25
Dec Plat 170 25
Dec Plat 169 25
Dec Plat 168 25
Dec Plat 167 25
Dec Plat 166 25
Dec Plat 166 26
Dec Plat 167 26
Dec Plat 165 26
Dec Plat 165 27
Dec Plat 165 28
Dec Plat 165 29
Dec Plat 164 29
Dec Plat 163 29
Dec Plat 162 28
Dec Plat 161 28
Dec Plat 160 28
Dec Plat 160 29
Dec Plat 159 29
Dec Plat 161 29
Dec Plat 162 29
Dec Plat 163 28
Dec Plat 164 28
Dec Plat 159 28
Dec Plat 163 27
Dec Plat 164 27
Dec Plat 162 27
Dec Plat 160 27
Dec Plat 159 27
Dec Plat 158 27
Dec Plat 157 27
Dec Plat 161 27
Dec Plat 158 26
Dec Plat 160 26
Dec Plat 161 26
Dec Plat 162 26
Dec Plat 164 26
Dec Plat 163 26
Dec Plat 159 26
Dec Plat 158 25
Dec Plat 159 25
Dec Plat 160 25
Dec Plat 161 25
Dec Plat 162 25
Dec Plat 163 25
Dec Plat 164 25
Dec Plat 165 25
Dec Plat 157 25
Dec Plat 156 26
Dec Plat 155 26
Dec Plat 154 26
Dec Plat 157 26
Dec Plat 153 26
Dec Plat 156 25
Dec Plat 154 25
Dec Plat 153 25
Dec Plat 155 25
Dec Plat 152 25
Dec Plat 156 27
Dec Plat 155 27
Dec Plat 153 27
Dec Plat 152 27
Dec Plat 154 27
Dec Plat 158 28
Dec Plat 157 28
Dec Plat 156 28
Dec Plat 155 28
Dec Plat 158 29
Dec Plat 157 29
Dec Plat 156 29
Dec Plat 155 29
Dec Plat 154 29
Dec Plat 153 29
Dec Plat 152 29
Dec Plat 152 28
Dec Plat 153 28
Dec Plat 154 28
Dec Plat 150 28
Dec Plat 149 28
Dec Plat 151 27
Dec Plat 149 27
Dec Plat 148 26
Dec Plat 147 26
Dec Plat 149 26
Dec Plat 150 26
Dec Plat 152 26
Dec Plat 151 26
Dec Plat 151 25
Dec Plat 150 25
Dec Plat 149 25
Dec Plat 148 25
Dec Plat 147 25
Dec Plat 146 25
Dec Plat 144 25
Dec Plat 143 25
Dec Plat 145 25
Dec Plat 142 25
Dec Plat 141 25
Dec Plat 146 26
Dec Plat 144 26
Dec Plat 142 26
Dec Plat 141 26
Dec Plat 143 26
Dec Plat 146 27
Dec Plat 148 27
Dec Plat 150 27
Dec Plat 144 27
Dec Plat 143 27
Dec Plat 147 27
Dec Plat 151 28
Dec Plat 148 28
Dec Plat 147 28
Dec Plat 151 29
Dec Plat 150 29
Dec Plat 149 29
Dec Plat 148 29
Dec Plat 147 29
Dec Plat 145 29
Dec Plat 143 29
Dec Plat 141 28
Dec Plat 140 28
Dec Plat 142 28
Dec Plat 143 28
Dec Plat 144 28
Dec Plat 146 28
Dec Plat 139 28
Dec Plat 142 29
Dec Plat 144 29
Dec Plat 141 29
Dec Plat 140 29
Dec Plat 139 29
Dec Plat 146 29
Dec Plat 145 28
Dec Plat 145 26
Dec Plat 145 27
Dec Plat 142 27
Dec Plat 141 27
Dec Plat 140 27
Dec Plat 139 27
Dec Plat 138 27
Dec Plat 137 27
Dec Plat 139 26
Dec Plat 140 26
Dec Plat 138 26
Dec Plat 137 26
Dec Plat 136 26
Dec Plat 135 26
Dec Plat 136 25
Dec Plat 137 25
Dec Plat 138 25
Dec Plat 139 25
Dec Plat 140 25
Dec Plat 135 25
Dec Plat 134 25
Dec Plat 133 25
Dec Plat 132 25
Dec Plat 131 25
Dec Plat 130 25
Dec Plat 131 26
Dec Plat 132 26
Dec Plat 133 26
Dec Plat 134 26
Dec Plat 136 27
Dec Plat 130 26
Dec Plat 134 27
Dec Plat 135 27
Dec Plat 133 27
Dec Plat 137 28
Dec Plat 138 28
Dec Plat 136 28
Dec Plat 137 29
Dec Plat 138 29
Dec Plat 136 29
Dec Plat 135 29
Dec Plat 134 29
Dec Plat 133 29
Dec Plat 134 28
Dec Plat 135 28
Dec Plat 132 28
Dec Plat 131 28
Dec Plat 130 28
Dec Plat 129 28
Dec Plat 133 28
Dec Plat 132 27
Dec Plat 131 27
Dec Plat 129 27
Dec Plat 128 27
Dec Plat 130 27
Dec Plat 128 26
Dec Plat 127 26
Dec Plat 129 26
Dec Plat 129 25
Dec Plat 128 25
Dec Plat 127 25
Dec Plat 126 25
Dec Plat 125 25
Dec Plat 125 26
Dec Plat 126 26
Dec Plat 124 26
Dec Plat 123 26
Dec Plat 123 27
Dec Plat 124 27
Dec Plat 125 27
Dec Plat 127 27
Dec Plat 126 27
Dec Plat 128 28
Dec Plat 127 28
Dec Plat 126 28
Dec Plat 132 29
Dec Plat 131 29
Dec Plat 130 29
Dec Plat 129 29
Dec Plat 128 29
Dec Plat 127 29
Dec Plat 126 29
Dec Plat 125 29
Dec Plat 124 29
Dec Plat 123 29
Dec Plat 123 28
Dec Plat 122 28
Dec Plat 121 28
Dec Plat 120 28
Dec Plat 119 28
Dec Plat 119 29
Dec Plat 120 29
Dec Plat 121 29
Dec Plat 122 29
Dec Plat 124 28
Dec Plat 125 28
Dec Plat 121 27
Dec Plat 122 27
Dec Plat 120 27
Dec Plat 119 27
Dec Plat 122 26
Dec Plat 121 26
Dec Plat 120 26
Dec Plat 119 26
Dec Plat 119 25
Dec Plat 120 25
Dec Plat 121 25
Dec Plat 122 25
Dec Plat 123 25
Dec Plat 124 25
Dec Plat 144 11
Dec Plat 143 11
Dec Plat 142 11
Dec Plat 141 11
Dec Plat 140 11
Dec Plat 139 11
Dec Plat 139 10
Dec Plat 140 10
Dec Plat 140 9
Dec Plat 141 9
Dec Plat 139 8
Dec Plat 140 8
Dec Plat 141 8
Dec Plat 141 7
Dec Plat 140 6
Dec Plat 140 5
Dec Plat 140 7
Dec Plat 139 9
Dec Plat 139 7
Dec Plat 139 6
Dec Plat 139 4
Dec Plat 139 3
Dec Plat 139 2
Dec Plat 139 1
Dec Plat 139 5
Dec Plat 139 0
Dec Plat 140 0
Dec Plat 140 3
Dec Plat 140 4
Dec Plat 141 4
Dec Plat 141 3
Dec Plat 140 2
Dec Plat 140 1
Dec Plat 141 1
Dec Plat 141 0
Dec Plat 141 2
Dec Plat 141 5
Dec Plat 141 6
Dec Plat 142 8
Dec Plat 142 9
Dec Plat 141 10
Dec Plat 142 10
Dec Plat 143 10
Dec Plat 144 10
Dec Plat 145 10
Dec Plat 144 9
Dec Plat 144 8
Dec Plat 143 8
Dec Plat 145 8
Dec Plat 146 8
Dec Plat 146 9
Dec Plat 145 9
Dec Plat 143 9
Dec Plat 144 7
Dec Plat 143 7
Dec Plat 143 6
Dec Plat 142 6
Dec Plat 142 7
Dec Plat 145 7
Dec Plat 146 7
Dec Plat 147 7
Dec Plat 147 8
Dec Plat 147 6
Dec Plat 146 6
Dec Plat 145 6
Dec Plat 144 6
Dec Plat 142 5
Dec Plat 143 5
Dec Plat 144 5
Dec Plat 145 5
Dec Plat 146 5
Dec Plat 147 5
Dec Plat 148 6
Dec Plat 148 7
Dec Plat 148 5
Dec Plat 149 5
Dec Plat 149 6
Dec Plat 150 4
Dec Plat 151 4
Dec Plat 150 5
Dec Plat 151 3
Dec Plat 152 3
Dec Plat 153 3
Dec Plat 153 2
Dec Plat 154 2
Dec Plat 154 1
Dec Plat 155 1
Dec Plat 155 0
Dec Plat 154 0
Dec Plat 153 0
Dec Plat 152 0
Dec Plat 151 0
Dec Plat 146 0
Dec Plat 145 0
Dec Plat 144 0
Dec Plat 143 0
Dec Plat 142 0
Dec Plat 147 0
Dec Plat 149 0
Dec Plat 150 0
Dec Plat 152 1
Dec Plat 153 1
Dec Plat 148 0
Dec Plat 149 1
Dec Plat 150 1
Dec Plat 151 1
Dec Plat 148 1
Dec Plat 147 1
Dec Plat 145 1
Dec Plat 144 1
Dec Plat 143 1
Dec Plat 142 1
Dec Plat 146 1
Dec Plat 146 2
Dec Plat 147 2
Dec Plat 148 2
Dec Plat 149 2
Dec Plat 150 2
Dec Plat 151 2
Dec Plat 144 2
Dec Plat 142 2
Dec Plat 143 2
Dec Plat 145 2
Dec Plat 152 2
Dec Plat 150 3
Dec Plat 149 3
Dec Plat 147 3
Dec Plat 146 3
Dec Plat 144 3
Dec Plat 143 3
Dec Plat 142 3
Dec Plat 148 3
Dec Plat 145 3
Dec Plat 143 4
Dec Plat 145 4
Dec Plat 146 4
Dec Plat 147 4
Dec Plat 148 4
Dec Plat 142 4
Dec Plat 144 4
Dec Plat 149 4
Dec Plat 139 24
Dec Plat 139 23
Dec Plat 139 22
Dec Plat 139 21
Dec Plat 140 21
Dec Plat 140 22
Dec Plat 140 23
Dec Plat 140 24
Dec Plat 141 24
Dec Plat 142 24
Dec Plat 141 23
Dec Plat 142 23
Dec Plat 143 23
Dec Plat 144 24
Dec Plat 145 24
Dec Plat 146 24
Dec Plat 143 24
Dec Plat 144 23
Dec Plat 141 22
Dec Plat 142 22
Dec Plat 144 22
Dec Plat 143 22
Dec Plat 145 23
Dec Plat 145 22
Dec Plat 146 22
Dec Plat 146 23
Dec Plat 145 21
Dec Plat 144 21
Dec Plat 143 21
Dec Plat 142 21
Dec Plat 146 21
Dec Plat 141 21
Dec Plat 112 27
Dec Plat 113 27
Dec Plat 114 27
Dec Plat 115 27
Dec Plat 114 26
Dec Plat 113 26
Dec Plat 115 26
Dec Plat 112 26
Dec Plat 116 26
Dec Plat 116 25
Dec Plat 115 25
Dec Plat 114 25
Dec Plat 113 25
Dec Plat 117 25
Dec Plat 116 24
Dec Plat 115 24
Dec Plat 114 24
Dec Plat 117 24
Dec Plat 118 24
Dec Plat 119 24
Dec Plat 120 24
Dec Plat 121 24
Dec Plat 122 24
Dec Plat 123 24
Dec Plat 124 24
Dec Plat 125 24
Dec Plat 126 24
Dec Plat 127 24
Dec Plat 128 24
Dec Plat 129 24
Dec Plat 130 24
Dec Plat 131 24
Dec Plat 132 24
Dec Plat 133 24
Dec Plat 134 24
Dec Plat 135 24
Dec Plat 136 24
Dec Plat 137 24
Dec Plat 137 23
Dec Plat 137 22
Dec Plat 136 22
Dec Plat 136 21
Dec Plat 137 21
Dec Plat 136 23
Dec Plat 135 22
Dec Plat 135 21
Dec Plat 134 21
Dec Plat 133 21
Dec Plat 132 21
Dec Plat 131 21
Dec Plat 130 21
Dec Plat 129 21
Dec Plat 128 21
